Sujeto,Grupo,Nodos,Aristas,Densidad,Grado_Promedio,Clustering_Promedio,Longitud_Camino_Promedio,Diametro,Asortatividad,Transitividad,Betweenness_Promedio,Closeness_Promedio
taichi1,TaiChi,650,3147,0.01491999525897831,9.683076923076923,0.7011391865439125,4.736792698826597,9,0.15552101285294023,0.5084772830108328,0.005766655399423764,0.21630394741768222
taichi2,TaiChi,650,3124,0.014810951760104302,9.612307692307692,0.7269480799968253,4.215427284579827,9,0.12394382737323441,0.4724363776977548,0.004962079142870108,0.2424630237084695
taichi3,TaiChi,650,2069,0.009809173876970487,6.366153846153846,0.7551085102956638,4.6968069218916675,10,0.14158185786804578,0.4137663144810441,0.005704948953536526,0.21843487518569182
taichi4,TaiChi,650,3268,0.015493658883489391,10.055384615384616,0.714989545669772,4.477326063766742,9,0.19767001166442422,0.4943663963794079,0.005366243925565958,0.22930920294436632
yoga1,Yoga,650,4387,0.02079886215479436,13.49846153846154,0.7086411895359692,3.989716723954012,8,0.12918956132674644,0.5153131792135941,0.004613760376472242,0.2555687424772047
yoga2,Yoga,650,4450,0.021097546521275334,13.692307692307692,0.7688996561251151,4.24299632570819,8,0.029650603039438325,0.5869744322082773,0.00500462395942621,0.23963004345854805
yoga3,Yoga,650,3321,0.015744933033068627,10.218461538461538,0.7760228232033176,4.879407372288728,10,0.13680074611638907,0.6023514983470193,0.005986739772050498,0.2086255168171304
yoga4,Yoga,650,4005,0.018987791869147803,12.323076923076924,0.7811474151116247,4.126025838568212,8,0.09360604683707376,0.6076829901367019,0.004824113948407732,0.24678695665531547
