Metrica,N_TaiChi,N_Yoga,N_Sleep,Mediana_TaiChi,Mediana_Yoga,Mediana_Sleep,H_Statistic,P_Value_KW,Eta_Squared,Significativo_005
Densidad,4,4,2,0.014865473509541306,0.01989332701197108,0.010167121014578642,6.872727272727268,0.032181496438718996,0.6961038961038953,✓
Grado_Promedio,4,4,2,9.647692307692306,12.910769230769231,6.598461538461539,6.872727272727268,0.032181496438718996,0.6961038961038953,✓
Clustering_Promedio,4,4,2,0.7209688128332987,0.7724612396642163,0.7448529250531528,2.672727272727272,0.26279956795926945,0.096103896103896,✗
Longitud_Camino_Promedio,4,4,2,4.587066492829205,4.184511082138201,4.288538580064003,1.145454545454541,0.563985197877083,-0.1220779220779227,✗
Asortatividad,4,4,2,0.148551435360493,0.1113978040819101,0.14222548338549273,3.136363636363633,0.20842379040978182,0.16233766233766186,✗
Transitividad,4,4,2,0.4834013870385814,0.5946629652776483,0.3743702929498276,7.854545454545452,0.019697319326922265,0.836363636363636,✓
Betweenness_Promedio,4,4,2,0.005535596439551242,0.004914368953916971,0.005074905216148151,1.145454545454541,0.563985197877083,-0.1220779220779227,✗
Closeness_Promedio,4,4,2,0.22387203906502906,0.24320850005693176,0.23913605093199242,1.145454545454541,0.563985197877083,-0.1220779220779227,✗
